Message,Status,Department
assalamualikum wr wb selamat pagi bapak gubernur jawa tengah bapak ganjar pranowo mudah mudahan selalu ada dalam kesehatan dan lindungan allah swt maaf sebelumnya saya ingin memperkenalkan diri nama muhamad syamsul fallah umur th alamat desa bangbayang rt rw kec bantarkawung kab brebes jawa tengah indonesia ingin menyampakan keluhan yang terjadi didesa kami pa setelah lulus sekolah menengah kejuruan smk pada tahun keinginan kuat untuk bekerja sangat tinggi dan tentu harus melamar ke perusahaan perusahaan dimulai dari mempersiapkan berkas lamaran namun sayangnya ketika ingin membuat surat skck dari polisi ada beberapa tahap yang harus dilalui meminta surat keterangan dari rt rw setempat meminta surat keterangan dari desa disini yang saya heran hanya selembar surat pengantar dari desa saja harus bayar rp tahun tidak tahu untuk tahun kemudian tidak selesai disitu saja saya harus minta stempel dari kecamatan bantarkawung dan disana diminta bayar lagi rp hanya sebuah stempel kemudian baru pergi ke kantor polisi mengisi pormulir dan ada biaya dan tahapan ini telah berkelajutan selama bertahun tahun saya tidak mengerti masa hanya selembar kertas dan stempel aja bayar itu baru hanya surat keterangan dari desa dua bulan yang lalu setelah ayah saya meninggal dunia tentu ada pembaharuan surat keluarga kemudian ibu saya mengurus ke desa dan disana hanya melakukan perubahan pada surat keluarga bisa jadi selama bulan dengan biaya apakah ini benar mudah mudahan bapa gubernur bapak ganjar pranowo berkenan mendengar keluhan ini agar rakyat kecil yang hendak kerja tidak dibebani dengan hal hal kecil seperti itu terimakasi,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
yth pemerintah provinsi jawa tengah mohon perhatiannya untuk jalan propinsi karang sembung menuju arah songgom kabupaten brebes rusak parah mohon perhatian perbaikan sehubungan sudah banyak memakan korban mohon ditindaklanjuti terima kasih,Selesai,dinas pekerjaan umum bina marga cipta karya
kenapa pada saat pendaftaran balik nama di samsat brebes di mintai admin rb saat masih di bagian loket pendaftaran,Selesai,badan pengelola pendapatan daerah
bapak ganjar purnomo kenapa tidak berlakunya pergub nomor tahun disambar bumiayu brebes,Selesai,badan pengelola pendapatan daerah
selamat malam pak gubernur jawa tengah nama saya roky dari bumiayu brebes saya setiap minggu lewat jalan dri tegal ke bumiayu tapi jalan antara prupuk bumiayu rusak parah sampe bnyk lubang yg sangat parah dan mungkin tdk bsa di lalui kndaraan baik mb,Selesai,dinas pekerjaan umum bina marga cipta karya
yth pak ganjar saya warga brebes ingin menyampaikan keluhan jalan didaerah tonjong rusak parah jalannya berlubang cukup dalam tinggal area tengah yg masih bisa dilalui sering terjadi macet dan sangat membahayakan apalagi pas turun hujan mohon diperhatikan pak sebab selama ini belum ada usaha perbaikan atas perhatiannya saya ucapkan terimakasih ,Selesai,dinas pekerjaan umum bina marga cipta karya
pak jalan prupuk sampe tonjong setiap hari macet parah dikarenakan jalan yang sangat rusak parah,Selesai,dinas pekerjaan umum bina marga cipta karya
ass ngapunten pak kulo amir warga brebes mau menympaikan kalo jalan pantura rusak parah kusus ny d brebes dr perbtsn brbes crebon sampai ke tegal byak lobang m h n d tindak lanjuti pak gubernur matursuwun ,Selesai,dinas pekerjaan umum bina marga cipta karya
assalamualaikum pak ganjar tolong jalan brebes bumiayu di perbaiki jalannya sudah tidak layak dan sudah banyak pula terjadi kecelakaan gara jalan rusak terimakasih,Selesai,dinas pekerjaan umum bina marga cipta karya
selamat pagi salam sejahtera saya imam sujadi sebagai warga jawa tengah ingin menyampaikan keluhan kemarin saya melakukan perjalanan ke daerah brebes dan di sana banyak sekali jalan yang berlubang dan penerangan jalan yang sangat kurang tolong buat jalan itu segera di betulkan krn dapat membahayakan warga yang melintas di daerah brebes apalagi kalau malam hari sangat membahayakan terutama pengguna sepeda motor,Selesai,dinas pekerjaan umum bina marga cipta karya
assalamualaikum pa ganjar kami warga dukuhturi ketanggungan brebes yg terkena jalan fly over dermoleng tolong di cairkan se segera mungkin uang ganti rugi tanah bangunan yg sudah masung rek masing warga di cetak di buku tabungan per tgl desember kata pihak bank mandiri nya nunggu perintah dari pa helmi satker kata pa helmi nunggu yg org minta tambhn ganti rugi bangunannya padahal yg org sama sudah dil proyek sudh dimulai trimakasih,Selesai,dinas pekerjaan umum bina marga cipta karya
assalamualaikum gimana pa sudah di sampaikan belum masalh ganti rugi untuk fly over di dermoleng desa dukuhturi ketanggungan brebes belum bisa di cairkan masih di blokir di bank mandiri cabang brebes padahal sudah di cetak di buku tabungan masing warga sudah satu bulan lebih uang nya ada di bank mandiri nunggu apa lgi apa nunggu berbunga dulu ,Selesai,dinas pekerjaan umum bina marga cipta karya
yth gubernur jateng bpk h ganjar pranowo assalamualaikum dg hormat pa gubernur jembatan di bwh jln tol pejagan sering banjir yg mengakibatkan jalan rusak berlubang parah ini bisa menimbulkan korban jalan keluarnya mgkn jembatan tol di angkat di naikkan agar jl bwh jembatan bisa di tinggikan spy tdk banjir lg ,Selesai,dinas pekerjaan umum bina marga cipta karya
assalamualaikum kepada yth bpk ganjar ganti rugi tanah bangunana untuk jalan layang fly over di dermoleng untuk desa dukuhturi ketanggungn brebes selatan rel ka belum cair masih di blokir bank mandiri cabng brebes katanya nunggu perintah satker bina marga a n p helmi sudah bln lebih uang ada di bank nya sudah d cetak d buku tabungn warga per tgl sedangkan utara rel sudah cair rakyat di layani bukan pejabat yg di layani terimaksih,Selesai,dinas pekerjaan umum bina marga cipta karya
kali pemali tanggulnya yg trletak di kab brebes di wilayah kecamatan brebes parah,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
bapak ganjar gubernur jateng tercinta warga brebes sangat terganggu dengan bangunan wqrung yg berada di sepanjang jalan sungai brebes ke arah jatibarang terutama desa terlangu sehingga menyebabkan banjir besar kemarin dan saat ini mohon bongkar dalam minggu ini agar banjir surut ,Selesai,dinas pekerjaan umum bina marga cipta karya
lapor miftakhudin brebes assalamualaikum pak gubernur maaf mengganggu waktunya kami suporter persab brebes mau tanya kenapa dana apbd provinsi yang katanya milyar untuk membantu renovasi stadion karangbirahi brebes di hapus tolong beri kami keadilan pak,Selesai,dinas pekerjaan umum bina marga cipta karya
assalamualaikum pa gubernur tolong bilangin ke bina marga kab brebes tolong jalan di ketanggungan selatan khusus nya setelah bendungan cisadap banyak jalan longsor ada titik bisa bertambah sangat berbahaya buat para pengguna jalan apalagi klw malam hari karna tidak ada jalur lisrik nya karna jalan tidak melewati desa di luar desa masuk hutan tpi hutan gundul trimakasih,Selesai,dinas pekerjaan umum bina marga cipta karya
lapor pak gubernur tolong di tindak pungli e ktp di daerah brebes lebih tepatnya kelurahan baros kecamatan ketanggungan oknum pegawai kantor kelurahan memintai uang buat yg mau ambil e ktp di kantor kelurahan mohon di tindak lanjuti yg berkewenangan dngn hal ini,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
pak gub mohon di perbaiki info pajak online wil brebes tidak on mohon bantuan nya,Selesai,badan pengelola pendapatan daerah
slmt malam apakah dikecamatan kersana brebes tidak ada alat cetak ektp karena petugas kecamatan pakai alasan itu mohon pencerahan terimakasih,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
sebelum nya saya minta maaf pak gubernur saya mau menanyakan masalah pembuatan ktp di kabupaten brebes banyak keluhan dari masyarakat bahwa sanya pembuatan ktp di kabupaten brebes tidak berjalan dengan baik banyak juga masyarakat yg marah gara bikin ktp gak bisa ada juga yg bikin ktp sampai satu tahun bahkan ada juga yang sampai mau tiga tahun katanya list nya belum ada tapi ko lama banget sampai mau lima tahun mohon sarannya pak gubernur yang terhormat trimakasih,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
tolong pak ganjar kenapa sampai saat ini pembuatan ktp di brebes sangat sulit alasannya blanko tidak ada penggantinya hanya diberi kertas hvs selembar yang harus diperpanjang terus menerus dikarenakan ktp sangat penting dalam segala hal di negara ini tolong pak ganjar memantau dinas terkait salam ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
yth pemerintah provinsi jawa tengah saya mendapat info dari tetangga saya bahwasannya dia dikenakan uang rp untuk pembuatan akta kelahiran di desanya kami tahu bahwa sekarang untuk pembuatan akta kelahiran harus dilakukan di kabupaten maka dari itu petugas desa yang membuatkan akta tersebut juga menginformasikan bahwa pembuatannya dilakukan di kabupaten dan uang tersebut bertujuan sebagai ongkos menuju kabupaten dan juga untuk percepatan pembuatan dan perlu diketahui memang jarak antara kecamatan menuju kabupaten sekitar km lokasi kami berada di desa pruwatan kecamatan bumiayu kabupaten brebes jawa tengah yang disayangkan selain pembuatan akta dikenakan tarif segitu besarnya juga mengapa sekarang segala kepengurusan harus dilakukan di kabupaten jauh sekali itu rugi ongkos dan rugi waktu masih mending kalau punya transportasi aman nyaman murah seperti krd atau brt mohon ditindaklanjuti terima kasih,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
selamat siang ad yg perlu sya tanyakan untuk perpanjang plat berserta pajak bisa dlakukan scra online atau harus datang secra langsung karna sya berdomisilin d pekalongan sedangkan kendaraan sya berasal dr kab brebes mohon saranya ,Selesai,badan pengelola pendapatan daerah
pak gupernur sy cabut berkas motor di satlantas brebes jadinya bulan dimintai uang rb samsat rb tanpa kwitansi gmna ,Selesai,badan pengelola pendapatan daerah
lapor pa gubernur ada banyak persoalan rumit dlm menangani surat dikantor dindukcapil kab brebes system pelayanan birokrasi yg masi belum memuaskan bwt warganya sy memohon kpd pa gubernur agar ditindak lanjuti cara kinerjanya agar lebih profesional dlm pelayanan terimakasih ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
ass wr wb pak gubernur yth mhn bantuanya untk pembuatan ktp diwilayah pemkab brebes ko lama sekali hanya diksh selembar kertas untk pengganti ktp smntr dg alasan material ktp hbs tetapi yg bikin sy heran apabila msh ada hbngan keluarga dg pegawai dukcapil pemkab brebes langsung jd ktp nya mhn ditindak lanjuti pak gubernur trmksh,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
ass wr wb pak gubernur yth mhn bantuanya untuk pembuatan ktp diwil pemkab brebes ko lama banget ya bisa jadibpun hanya dikasih selembar kertas pengganti sbg ktp sementara dg alasan material ktp hbs tetapi alangkah terkejutnya saya melihat salah satu orang yg msh punya hbngan family dg pegawai dukcapil pemkab brebes dlm waktu menit bs jadi dan material ada apa material ktp hanya diperuntukan yg punya saudara di dukcapil semntara yg tdk punya family di dukcapil hanya secarik kertas sementara saya lihat berita di televisi pak menteri mengatakan material sdh ga bakal kekurangan mhn bantuan pak gubernur agar ditindak lanjuti trmksh,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
selamat siang pak ganjar tolong pak perbaiki jalan berlubang antara pejagan sampai losari brebes banyak sekali lubang jalan ny pak terima kasih pak ganjar ,Selesai,dinas pekerjaan umum bina marga cipta karya
ketua rt di desa cikandang kec kersana kab brebes ada yg sudah tahun tidak diganti mohon diperhatikan,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
assalamualaikum pak gub birokrasi di brebes kec bulakmba amburadul pak sya padahal setiap cuty pulang kmpung cuma mau ngambil ktp tpi smpe sekarang belum di cetak sya sudah tlpon kali responnya sama saja mohon disidak pak sya sudah capek pak bolak balik blum ada omongan dri atasan ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
siang pak saya mau mengadukan kenapa di daerah brebes khususnya wilayah kersana pembuatan ktp sangat lamban sampai ada yg menunggu sampai berbulan bulan malah ada yg sampai tahun belum jadi mohon penjelasannya pak terima kasih ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
kecamatan kersana gangguan para warga yg mengantri dri kmren dan hari ini pada mengeluh ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
slmt pagi pak saya mau tanya apa bisa membuat ktp di dukcapil brebes pak karena di kecamatan kersana antrian membludak sedangkan saya sedang dikejar waktu untuk membuat bpjs karena istri saya sedang mengandung ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
pak gubernur bisakah disdukcapil brebes punnya perwakilan yg bisa meringan kan warga brebes selatan karena jauh sekali untuk mengurus akte dan kk,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
mohon pak gubernur usulan warga kaligangsa wetan rw brebes atas kondisi tanggul das anak sungai kaligangsa yang memperhatikan dan ditakutkan pada saat musim hujan air meluap dikuatirkan tanggul tidak kuat dan jebol hingga kawasan perumahan rw bisa terendam banjir setinggi orang dewasa ,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
selamat malam pak saya warga kec bumiayu waktu itu saya bikin surat pindah dari brebes ke cirebon waktu itu ada kesalahan no nik yg di cantumin di surat pindah itu bukan nik e ktp tapi nik ktp lama setelah saya mau bikin e ktp cirebon ternyata tidak bisa di proses dan harus bikin surat pindah ulang dengan mencamtukan nik e ktp setelah saya mengajukan surat pindah ulang yg baru katanya tidak bisa dengan alasan ini itu yg saya sendiri kurang mengerti mohon bantuannya pak utk masalah saya ini,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
selamat siang pak saya warga brebes dari kec bumiayu waktu itu saya bikin surat pindah dari brebes ke cirebon nah waktu itu saya belum tau bahwa ada kesalahan di surat pindah itu ternyata no nik yg di cantumin di surat pindah bukan nik e ktp dan dari cirebon memberi tau bahwa harus bikin surat pindah yg baru lagi dg nyantumin nik e ktp setelah saya mengajukan surat pindah yg baru ke brebes ternyata sudah tidak bisa dengan alasan yg saya sendiri kurang mengerti mohon bantuannya untuk masalah saya ini terima kasih,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
sungai dan drainase mampet tidak layak dan jalan jalan rusak parah di desa kalipucang kec jatibarang kab brebes tidak layak stiap tahun selalu kebanjiran kami masyarakat ds kalipucang mohon agar ada perbaikan dari pusat karena dari pemerintah desa sendiri tidak ada penanganan serius terimakasih sekiranya bpk ibu mau menerima aduan keluhan kami ,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
kepada y t h gubernur jawa tengah bpk ganjar pranowo kami ingin menginformasikan jlan raya bumiayu salem dah mulai berlubang menyat menyot jlanya maklum banyam damtruc melebihi beban jadi jlan raya nya dah jadi jaran goyang mturnwun ,Selesai,dinas pekerjaan umum bina marga cipta karya
mohon pak gub di kaligangsa wetan brebes mohon perhatiannya kondisi tanggul sydah sangat mengkwatirkan karena banyak rembesan mohon ditinjau ke lokasi secepatnya mengingat kondisi dari tanggul tersebut dikwatirkan jebol ,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
pk gubernur yang terhormat beserta jajaran saya ingin menanyakan soal e ktp untuk kecamatan sirampog brebes sudah hampir thn sy memperbarui e ktp sy tp knp smpe skrg blm ada kejelasan kpn jadi nya sudah banyak warga bolak balik ke kecamatan hny untuk dpt e ktp bhkn kdang harus bayar kepada petugas rb dg alasan untuk ongkos ke brebes kta petugas kcmtan kdg jauh dari jakarta pulang niat mau ambil ktp tp trnyta blm jadi mohon pengawasanya pak,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
